DATE,PRCP,SNWD,TAVG,TMAX,TMIN
2015-01-01,0.025540540540540543,0.7000000000000001,36.71052631578947,46.56060606060606,27.771428571428572
2015-01-02,0.04413333333333334,0.6,42.30263157894737,51.41935483870968,33.5
2015-01-03,0.09065789473684206,0.8,47.30263157894737,55.516666666666666,36.94117647058823
2015-01-04,0.10157894736842105,1.2,47.31578947368421,53.84057971014493,43.479166666666664
2015-01-05,0.05407894736842103,0.8,41.13157894736842,47.492537313432834,35.67741935483871
2015-01-06,0.015921052631578957,0.4,40.473684210526315,50.492063492063494,31.923076923076923
2015-01-07,0.05881578947368418,0.4,42.86842105263158,51.41379310344828,35.710144927536234
2015-01-08,0.18826666666666664,1.6,47.25,54.703125,39.214285714285715
2015-01-09,0.07506666666666664,2.4,51.11842105263158,59.160714285714285,43.478873239436616
2015-01-10,0.07815789473684204,1.2,53.421052631578945,59.22727272727273,49.18181818181818
2015-01-11,0.09263157894736841,0.8,46.86842105263158,52.647887323943664,42.333333333333336
2015-01-12,0.056052631578947354,0.4,46.171052631578945,56.34848484848485,38.22727272727273
2015-01-13,0.10776315789473685,0.4,48.69736842105263,57.39655172413793,40.0
2015-01-14,0.1456,0.4000000000000001,47.43421052631579,54.625,42.31147540983606
2015-01-15,0.14671052631578943,0.4,48.921052631578945,56.92307692307692,40.111111111111114
2015-01-16,0.20013157894736833,0.8,45.98684210526316,51.57142857142857,41.69387755102041
2015-01-17,0.15592105263157893,1.2,41.85526315789474,46.88059701492537,36.81132075471698
2015-01-18,0.12105263157894736,1.2,39.53947368421053,46.04838709677419,33.34920634920635
2015-01-19,0.12486842105263153,0.4666666666666666,39.8421052631579,44.36764705882353,34.52542372881356
2015-01-20,0.11052631578947364,0.4,38.25,43.73913043478261,34.43103448275862
2015-01-21,0.09171052631578941,0.6000000000000001,39.0921052631579,44.234375,33.064516129032256
2015-01-22,0.061184210526315785,0.56,39.11184210526316,43.16129032258065,33.05084745762712
2015-01-23,0.054078947368421046,1.5666666666666667,38.151315789473685,44.791044776119406,33.574074074074076
2015-01-24,0.049473684210526316,0.9166666666666669,39.48026315789474,45.58730158730159,31.060606060606062
2015-01-25,0.049999999999999996,0.7428571428571429,40.296052631578945,46.87692307692308,34.52238805970149
2015-01-26,0.05578947368421052,0.9714285714285715,42.73026315789474,49.08196721311475,36.01587301587302
2015-01-27,0.05052631578947368,0.6000000000000001,43.31578947368421,48.13846153846154,39.82539682539682
2015-01-28,0.09133333333333331,,44.51315789473684,50.65573770491803,37.859375
2015-01-29,0.3046052631578946,3.9,44.73026315789474,49.303030303030305,40.96491228070175
2015-01-30,0.28092105263157885,2.1,41.92763157894737,46.47826086956522,36.77049180327869
2015-01-31,0.17815789473684204,2.3749999999999996,40.671052631578945,45.4,36.04615384615385
2015-02-01,0.10513157894736842,1.3,40.401315789473685,42.850746268656714,35.37096774193548
2015-02-02,0.05907894736842102,1.6200000000000003,38.6578947368421,44.26086956521739,34.2
2015-02-03,0.07039473684210526,1.0,36.5328947368421,40.17741935483871,31.174603174603174
2015-02-04,0.06131578947368421,0.8823529411764707,37.0921052631579,43.43939393939394,30.734375
2015-02-05,0.04539473684210525,0.8000000000000002,36.46052631578947,41.36363636363637,31.93103448275862
2015-02-06,0.029736842105263162,1.1714285714285715,35.75,39.878787878787875,30.229508196721312
2015-02-07,0.026842105263157896,0.9714285714285715,37.38157894736842,43.184615384615384,30.140625
2015-02-08,0.015526315789473687,0.9333333333333333,39.73684210526316,46.43478260869565,31.5
2015-02-09,0.011842105263157897,1.8666666666666665,39.44736842105263,48.014925373134325,30.579710144927535
2015-02-10,0.0025,1.6,40.94736842105263,48.61904761904762,33.16417910447761
2015-02-11,0.003947368421052633,0.6666666666666666,41.44736842105263,51.82608695652174,31.870967741935484
2015-02-12,0.009210526315789476,1.9666666666666668,42.25,53.298507462686565,33.014925373134325
2015-02-13,0.13105263157894737,3.35,45.9078947368421,54.69117647058823,37.121212121212125
2015-02-14,0.20328947368421052,5.866666666666667,45.94736842105263,51.83561643835616,42.27272727272727
2015-02-15,0.18447368421052632,3.7000000000000006,44.5,51.07692307692308,40.03846153846154
2015-02-16,0.14999999999999997,1.3333333333333333,43.421052631578945,49.67142857142857,37.417910447761194
2015-02-17,0.05249999999999999,2.4,44.61842105263158,50.27272727272727,40.19607843137255
